Natasha Hurley,department, ,interests,"['finding', 'circulation']"
Mark Huson,department, ,interests,['compensation']
Cameron Hutchison,department, 
Oleh Ilnytzkyj,department, ,interests,"['realism', 'romanticism', 'concordance']"
Armann Ingolfsson,department, ,interests,['mba']
Mary Ingraham,department, ,interests,"['webbased', 'interculturality']"
Liz Ingram,department, ,interests,"['vancouver', 'metropolitan', 'biennial', 'finland']"
Michelle Inness,department, 
John (Jack) Ives,department, ,interests,"['dating', 'palaeolithic', 'utah', 'perishable', 'caves', 'ethnogenesis', 'prehistory', 'athapaskan', 'subarctic', 'dynasty']"
Margaret Iveson,department, 
jan jagodzinski,department, ,interests,"['theorist', 'frame', 'deleuze', 'productive', 'boston', 'prisoner', 'cure', 'terror', 'innsbruck', 'guattari', 'explanation', 'berlin', 'addiction', 'buddhism', 'vision', 'peerreviewed', 'newcastle', 'lacanian', 'differential', 'deleuzian', 'sublime', 'biopower']"
Karim Jamal,department, ,interests,"['fraud', 'litigation', 'banking', 'fairvalue', 'transparency', 'increase']"
Juhani Jarvikivi,department, ,interests,"['prosody', 'eyetracking']"
Jennifer Jay,department, 
Cameron Jefferies,department, ,interests,"['campaign', 'ocean']"
Scott Jeffrey,department, ,interests,"['efficiency', 'farm']"
Devereaux Jennings,department, ,interests,"['professionalization', 'embeddedness', 'impression']"
Jeniffer Jennings,department, 
Yonghua Ji,department, ,interests,['tracking']
Dave Jobson,department, 
Paul Johnson,department, ,interests,['viola']
Matthew Johnson,department, ,interests,"['depression', 'patient', 'diagnosis', 'adulthood', 'sample']"
Ingrid Johnston,department, ,interests,['picture']
Kelvin Jones,department, ,interests,['neuromuscular']
Kevin Jones,department, 
Kaori Kabata,department, 
Jerrold Kachur,department, 
David Kahane,department, 
Amy Kaler,department, ,interests,"['livelihoods', 'zimbabwe', 'uganda', 'fertility', 'reproduction', 'baby']"
Jeniffer Kao,department, 
Eran Kaplinsky,department, ,interests,"['universite', 'protection']"
Dip Kapoor,department, ,interests,['mcgill']
Aditya Kaul,department, 
Norah Keating,department, 
Tom Keating,department, 
Catherine Kellogg,department, 
Jennifer Kelly,department, 
Gary Kelly,department, ,interests,['gothic']
Adam Kemezis,department, 
Michael Kennard,department, 
David Kennedy,department, ,interests,['seminar']
Michael Kennedy,department, ,interests,['illness']
Eddy Kent,department, ,interests,['decadence']
Stephen Kent,department, 
Nathalie Kermoal,department, 
Sharla King,department, ,interests,"['king', 'evaluative']"
Robert Kirchner,department, ,interests,"['chipewyan', 'prince', 'string', 'preliminary']"
Anna Kirova,department, ,interests,"['tanzania', 'namibia', 'immigrant']"
John Kitchen,department, 
Tilman Klumpp,department, ,interests,"['gametheoretic', 'discrimination', 'competition']"
Andy Knight,department, ,interests,['podcast']
Zenon Kohut,department, 
Bora Kolfal,department, 
Natalie Kononenko,department, ,interests,"['groupsourcing', 'thesaurus', 'reciprocal', 'audio', 'folklore', 'networking']"
Claudia Kost,department, ,interests,['vocabulary']
Harvey Krahn,department, 
Volodymyr Kravchenko,department, 
Naomi Krogman,department, ,interests,"['mitigation', 'trend', 'cumulative']"
Sarah Krotz,department, ,interests,"['names', 'situate', 'dominant', 'ecocriticism', 'contested', 'teenagers']"
Don Kuiken,department, ,interests,"['empathy', 'emotion']"
Diane Kunyk,department, ,interests,"['mixedmethods', 'memorial']"
Jordan Lachler,department, 
Louise Ladouceur,department, ,interests,"['traduction', 'éthique', 'esthétique', 'cours', 'contexte', 'rapport', 'orale', 'porte', 'canadien', 'linguistiques', 'autre', 'tremblay', 'enjeux', 'traducteur']"
Daniel Laforest,department, 
Linda Laidlaw,department, 
Yvonne Lam,department, 
Claudia Landeo,department, ,interests,"['lawsuits', 'court', 'antitrust', 'microeconomic', 'plaintiffs']"
Francis Landy,department, ,interests,"['paradise', 'alterity']"
Corinne Langinier,department, 
Denise Larsen,department, ,interests,['pain']
John M. Law,department, ,interests,"['liability', 'governors', 'profession']"
Elizabeth Le,department, 
Andrew Leach,department, ,interests,"['renewable', 'scarcity', 'investment', 'deployment']"
Robert Lederer,department, ,interests,"['pharmacy', 'hospital', 'formats']"
Jason Lee,department, 
Guy Lefrancois,department, ,interests,['fluency']
Jacqueline Leighton,department, ,interests,"['leader', 'minerva', 'division']"
Eva Lemaire,department, 
Beverly Lemire,department, ,interests,"['masculinity', 'element']"
Carol Leonard,department, 
Carol A. Leroy,department, 
Matthew Lewans,department, ,interests,"['judicial', 'lawyer', ""queen's"", 'auckland']"
David Ley,department, ,interests,"['dialect', 'aid', 'rehearsal']"
Xiaoting Li,department, 
Felice Lifshitz,department, ,interests,['claims']
James Lightbody,department, ,interests,['elections']
Jenn-Shann Lin,department, 
Anne-Marie Link,department, 
Bernard Linsky,department, ,interests,['light']
Morris M. Litman,department, ,interests,"['estates', 'commission']"
Runjuan Liu,department, 
Lee Livingstone,department, ,interests,['theatrical']
Stacy Lorenz,department, 
Robert Losey,department, ,interests,"['holocene', 'mortuary', 'cisbaikal']"
Michael Lounsbury,department, 
Natalie Loveless,department, ,interests,"['curatorial', 'curator']"
Kathleen Lowrey,department, ,interests,"['intriguing', 'ethnohistorical', 'legacy']"
Andrew Luchak,department, 
Martin Luckert,department, 
Susanne Luhmann,department, 
Michael Lynn-George,department, ,interests,"['branding', 'experiments']"
Kelly MacFarlene,department, 
Christopher Mackay,department, ,interests,['kingdom']
Margaret Mackey,department, ,interests,"['bibliography', 'merchandising']"
Ian MacLaren,department, ,interests,['arctic']
Mojtaba Mahdavi,department, 
Michael Maier,department, 
Alice Nakamura,department, 
Anne Malena,department, 
Malinda Smith,department, ,interests,['indigeneity']
Varghese Manaloor,department, 
Lucille Mandin,department, ,interests,"['professionnelle', 'philosophie', 'domaines', 'jeunes']"
Brian Maraj,department, ,interests,['foci']
Joseph Marchand,department, 
Philippe Marcoul,department, 
Paula Marentette,department, ,interests,"['mimesis', 'conventionality', 'intrapersonal', 'verb', 'cue', 'gesture', 'iconicity']"
Pirkko Markula,department, 
Andras Marosi,department, 
Michelle Maroto,department, ,interests,['credit']
David Marples,department, 
Keavy Martin,department, ,interests,['restitution']
Christina Mashruwala,department, 
Shamin Mashruwala,department, 
Dan Mason,department, ,interests,"['entrepreneurial', 'commerce', 'elite']"
Takahiko Masuda,department, 
Egor Matveyev,department, 
Kim McCaw,department, 
Pat McCormack,department, 
Lisa McDermontt,department, 
Ann McDougall,department, ,interests,"['maghreb', 'pacific', 'leeds', 'commodity', 'intent', 'company', 'principalship', 'keynote', 'passion', 'sales']"
Lynn M. McGarvey,department, 
Tara-Leigh McHugh,department, 
Mitchell McInnes,department, ,interests,"['remedies', 'zealand', 'supreme']"
Ian McLaren,department, ,interests,"['myth', 'poem', 'autobiography', 'rethinking', 'humanist', 'rockies', 'wilderness']"
David McLean,department, 
Michael McNally,department, ,interests,"['telecommunications', 'tort', 'limitations']"
Lynn McQuarry,department, ,interests,['sign']
Lianne McTavish,department, ,interests,"['suny', 'anatomical', 'childbirth']"
Vikas Mehrotra,department, 
Noorfarah Merali,department, 
Philip M. Merklinger,department, ,interests,['existentialism']
Iman Mersal,department, ,interests,['diasporic']
Paul Messinger,department, ,interests,['symposium']
Melanie Methot,department, 
Tara Milbrandt,department, 
Danny Miller,department, 
David Mills,department, ,interests,['preconfederation']
Petr Mirejovsky,department, 
Kim Misfeldt,department, ,interests,['dedication']
Pierre-Yves Mocquais,department, 
Sandeep Mohapatra,department, ,interests,['discovery']
Amit Monga,department, ,interests,['players']
Amanda P. Montgomery,department, 
Sourayan Mookerjea,department, ,interests,['codirected']
Sean Moore,department, ,interests,['speaker']
Sarah Moore,department, 
Lori Moran,department, 
Randall Morck,department, ,interests,"['neuroeconomics', 'noise']"
Marie-Eve Morin,department, ,interests,"['emancipation', 'lyotard']"
Maryam Moshaver,department, 
Jeremy Mouat,department, 
Betty Moulton,department, ,interests,['broadcast']
Donia Mounsef,department, ,interests,"['saint', 'sociality', 'experimentation', 'mediated']"
Kenneth Moure,department, 
Lucie Moussu,department, ,interests,"['essential', 'tesl']"
James Muir,department, ,interests,"['textbook', 'divorce']"
Paulin Mulatris,department, ,interests,['obstacles']
James Mulvihill,department, 
Kerry Mummery,department, 
Stefano Muneroni,department, 
Kyle Murray,department, ,interests,"['ecommerce', 'loyalty']"
Terry Nadasdi,department, ,interests,"['error', 'mcmaster']"
Rebecca Nagel,department, ,interests,['garden']
Andriy Nahachewsky,department, 
Terrance M. Nearey,department, 
Alla Nedashkivska,department, ,interests,"['elearning', 'slavic']"
Erin L. Nelson,department, 
Paul Newton,department, 
Sandra Nicholls,department, 
Robert Nichols,department, ,interests,['dispossession']
Elena Nicoladis,department, ,interests,['input']
Norma Nocente,department, 
Kimberly Noels,department, 
Herb Northcott,department, 
Mark Nuttal,department, ,interests,"['weather', 'scotland', 'greenland']"
Howard Nye,department, 
Shannon K. O'Byrne,department, ,interests,['distress']
Michael O'Driscoll,department, ,interests,['genealogies']
Arlene Oak,department, 
Ubaka Ogbogu,department, 
Arto Ohinmaa,department, 
Phil Okeke,department, 
Ono Okome,department, ,interests,"['candidates', 'nigerian', 'anglophone']"
Tami Oliphant,department, ,interests,['librarianship']
Tsuyoshi Ono,department, 
Temitope Oriola,department, 
Waclaw Osadnik,department, 
Geraint B. Osborne,department, ,interests,"['lifestyle', 'soccer']"
Lahoucine Ouzgane,department, 
Andie Palmer,department, 
Rani-Villem Palo,department, 
Johanne Paradis,department, 
John Parkins,department, 
Brenda Parlee,department, ,interests,['ecosystem']
Jim Parsons,department, ,interests,['scottish']
Paul D. Paton,department, 
Joseph Patrouch,department, ,interests,"['habsburg', 'pathways']"
Steve Patten,department, 
Ray Patterson,department, 
George Pavlich,department, ,interests,['criminology']
Carla Peck,department, 
Jerine Pegg,department, 
Jeffry Francis Pelletier,department, ,interests,"['plato', 'aristotle']"
Steven Penney,department, ,interests,"['privacy', 'lexis', 'psychiatry', 'casebook']"
Lynn Penrod,department, 
Patti Pente,department, 
David R. Percy,department, 
Mike Percy,department, 
Don Perkins,department, 
Stewart Petersen,department, ,interests,['occupations']
Craig Peterson,department, 
Linda M. Phillips,department, 
Lisa Phillips,department, 
David Pierce,department, 
Liza Piper,department, ,interests,['email']
Jelena Pogosjan,department, 
Peter Popkowski Leszczyc,department, 
Cheryl Poth,department, 
Frances Pownall,department, ,interests,['ideals']
John Pracejus,department, 
Harry V.S. Prest,department, ,interests,['singing']
Jon Price,department, 
Larry Prochner,department, ,interests,['kindergarten']
Natalia Pylypiuk,department, 
Feng Qiu,department, 
Harvey Quamen,department, ,interests,"['web', 'writer']"
David Quinter,department, 
Julie Rak,department, ,interests,"['blogs', 'oprah', 'disorder', 'mountaineering', 'banff']"
Leila Ranta,department, 
Sathya Rao,department, 
Dinesh Rathi,department, ,interests,"['budget', 'repository', 'machine']"
Leonard Ratzlaff,department, ,interests,['induction']
Srilata Ravi,department, 
John Raymond,department, 
Daphne Read,department, 
Ian Reade,department, ,interests,"['questionnaire', 'retaining']"
Trish Reay,department, 
PearlAnn Reichwein,department, ,interests,['alpine']
Linda C. Reif,department, ,interests,"['commonwealth', 'directors', 'agreement']"
Stephen Reimer,department, ,interests,['magic']
Sandra Rein,department, ,interests,"['anarchism', 'luxemburg', 'socialism']"
Wayne Renke,department, 
Gavin Renwick,department, 
Yonatan Reshef,department, 
Christian Reyns,department, ,interests,['postcolonialism']
Sally A. Rice,department, ,interests,"['multifaceted', 'instability']"
George Richardson,department, 
Ardelle Ries,department, 
Christina Rinaldi,department, ,interests,"['parentchild', 'bullying']"
Gerald B. Robertson,department, 
Sean Robertson,department, 
Kathy Robinson,department, 
Zac Robinson,department, ,interests,['skiing']
Geoffrey Rockwell,department, ,interests,['timelines']
Wendy Rodgers,department, 
Peter Rolland,department, 
Sharon Romeo,department, 
Marian J. Rossiter,department, 
Jeremy Rossiter,department, 
Lukas Roth,department, 
Naomi Rothenberg,department, 
Aidan Rowe,department, 
James Rude,department, ,interests,['retrieval']
Alexander Rueger,department, 
Victoria Ruetalo,department, 
Debra Russell,department, 
David Ryan,department, 
Florin Sabac,department, 
Carolyn Sale,department, 
Emily Salsbury,department, ,interests,['passionate']
Toni Samek,department, 
Michele Samorani,department, 
Jane Samson,department, 
Peter Sankoff,department, ,interests,['treatise']
Betsy Sargent,department, ,interests,['bulletin']
Jay Scherer,department, 
Jeff Schimel,department, ,interests,"['selfesteem', 'accessibility']"
Milton Schlosser,department, 
Amy Schmitter,department, 
Barry Scholnick,department, 
Angela Schroeder,department, ,interests,"['percussion', 'profile', 'season', 'husband', 'instrumental']"
Janet Scott-Hoyt,department, ,interests,"['pianist', 'brahms', 'composer']"
Jan Selman,department, 
Robert Shannon,department, 
Mesbah Sharaf,department, 
Rob Shields,department, ,interests,"['modernist', 'rewriting']"
Ali Shiri,department, 
Lynette Shultz,department, 
Elena Siemens,department, ,interests,['postsoviet']
Emilson Silva,department, 
Peter Silverstone,department, 
Elaine Simmt,department, ,interests,['curiosity']
Mark Simpson,department, 
Jeannette Sinclair,department, 
Pamela Sing,department, 
Peter Sinnema,department, 
Colleen Skidmore,department, ,interests,['philadelphia']
Berna Skrypnek,department, ,interests,['ethnocultural']
Stephen Slemon,department, ,interests,['anthology']
Scott Smallwood,department, ,interests,['quartet']
Gary Smith,department, 
Constance Smith,department, 
R. Todd Smith,department, 
Veronica Smith,department, 
Robert Smith,department, ,interests,"['hunter', 'astronomy']"
Susan Smith,department, 
Carrie Smith-Prei,department, 
Fern D. Snart,department, 
Lin Snelling,department, 
Jorge M. Sousa,department, 
Tom Spalding,department, ,interests,['overarching']
John Spence,department, 
Judith Spencer,department, 
Nancy Spencer-Cavaliere,department, 
Federico Spinetti,department, 
Christopher J. Sprysak,department, 
Lloyd Steier,department, 
Craig Steinback,department, ,interests,['plasticity']
Evelyn Steinhauer,department, 
Bonnie Stelmach,department, 
Gillian Stevens,department, 
Selina Steward,department, 
Christine Stewart,department, 
Makere Stewart-Harawira,department, ,interests,['crisis']
Nora Stovel,department, ,interests,['double']
Laurel Strain,department, 
Billy Strean,department, 
William Street,department, 
Megan Strickfaden,department, 
Lisa Strohschein,department, 
Stuart Landon,department, 
Xuejuan Su,department, 
Roy Suddaby,department, 
Kuo-Chan Sun,department, 
Kisha Supernant,department, ,interests,"['pension', 'rossdale']"
Kevin Sutley,department, 
Brent Swallow,department, 
Denis Sweeney,department, ,interests,"['ethnozoology', 'demography']"
Frances Swyripa,department, 
Frank Sysyn,department, 
Dan Syrotuik,department, 
Irene Sywenky,department, 
Franz Szabo,department, 
Imre Szeman,department, ,interests,"['fantasy', 'marxism']"
Rick Szostak,department, 
Bonnie Saddler Takach,department, 
Patricia Tao,department, ,interests,"['angeles', 'awardwinning']"
Guillaume Tardif,department, ,interests,['carnegie']
Julie Tarif,department,Modern Languages and Culture Studies,interests,"['emotions', 'wood', 'apprenticeship', 'facilitating']"
Chloe Taylor,department, 
Anne-Michelle Tessier,department, 
John Tessier,department, ,interests,"['baroque', 'messiah', 'requiem', 'frankfurt', 'operatic']"
Jesse Thomas,department, 
Gregory P. Thomas,department, 
Guy Thompson,department, 
Lori Thorlakson,department, 
Serra Tinic,department, 
Terri Tomsky,department, ,interests,['cosmopolitanisms']
Guido Tondino,department, 
Frank Tough,department, 
Linda Trimble,department, 
Frank Trovato,department, 
Micah True',department, 
Derek Truscott,department, 
Benjamin V. Tucker,department, 
Elizabeth Turnbull,department, ,interests,"['bach', 'mozart']"
Ingrid Uberg,department, ,interests,['viking']
Beyza Ural Marchand,department, 
Ian Urquhart,department, 
Helen Vallianatos,department, 
Natalie Van Deusen,department, 
Jessica Van Vliet,department, ,interests,"['psychotherapy', 'therapy']"
Shalene Jobin Vandervelde,department, 
Connie Varnhagen,department, 
Jerry Varsava,department, 
Stella Varvis,department, 
Massimo Verdicchio,department, 
D'Arcy Vermette,department, 
Gordon Walker,department, 
Janice Wallace,department, 
Jo-Anne Wallace,department, 
Jason Wallin,department, 
Kangkang Wang,department, 
Marvin Washington,department, ,interests,['evolution']
Akiko Watanabe,department, ,interests,"['mispricing', 'rational']"
Masahiro Watanabe,department, 
Garry Watson,department, 
Bonnie Watt,department, 
Andrzej Weber,department, ,interests,"['lithic', 'sourcing']"
Cora Weber-Pillwax,department, 
Kathleen Weiss,department, 
Jennifer Welchman,department, 
Kristopher Wells,department, 
Craig Wentland,department, 
Janet Wesselius,department, 
Douglas West,department, 
Chris Westbury,department, 
Richard Westerman,department, 
Thomas Wharton,department, 
William Whelton,department, ,interests,"['publication', 'typography']"
Maria Whiteman,department, 
Heather Wier,department, 
Christine Wiesenthal,department, 
Cam Wild,department, 
Janice Williamson,department, 
Deanna Williamson,department, 
Pamela Willoughby,department, ,interests,['ventures']
Shauna Wilton,department, 
Lynne Wiltse,department, 
Randolph Wimmer,department, 
Bruno Winchmann,department, 
Edy Wong,department, 
Roderick J. Wood,department, 
John Ives,department, 
Yingfeng Xu,department, 
Moin A. Yahya,department, 
Sophie Yohani,department, 
Denise Young,department, 
Teresa Zackodnik,department, 
Mengxin Zhao,department, 
Dangzhi Zhao,department, 
Li Zhou,department, 
Bruce H. Ziff,department, 
Marko Zivkovic,department, 
Jack Zupko,department, 
Heather Zwicker,department,Resource Economics and Environmental Sociology,interests,"['Information', 'harmony', 'transgenaration', 'apocalypticism', 'secularism', 'secularization', 'rewards', 'radicalism', 'neuro-imaging', 'artwork', 'telemedicine', 'telehealth', 'insurance', 'voicing', 'microeconomics', 'laughter', 'humor', 'biodiversity', '3-D', 'readiness', 'phenomenological', 'playwriting', 'petroleum', 'asymmetry', 'inefficiencies', 'israelite', 'cyberculture', 'aristotelianism', 'textiles', 'naturalist', 'conservatism', 'regionalism', 'institutionalism', 'reputation', 'robotics', 'modeling', 'commercialization', 'mechanisms', 'analytics', 'enrichment', 'torts', 'contracts', 'auditing', 'disclosure', 'hinduism', 'anthropocene', 'phonography', 'solarsonics', 'motherhood', 'microstructure', 'surveillance', 'optimization', 'criminality', 'wine', 'experimentalism', 'taxation', 'trusts', 'wills', 'symbolism', 'productivity', 'self', 'neuropsychology', 'directorships', 'neoconservatism', 'Gamification', 'trade', 'civilization', 'neurophysiology', 'muscle', 'voter', 'theater', 'enactivism', 'paleography', 'transculturalitÃ©', 'phÃ©nomÃ©nologie', 'metal', 'diplomacy', 'bankruptcy', 'geocriticism', 'saxophone']"
AndrÃ© Costopoulos,department, 
Pamela Mayne Correia,department, 
Mark Nuttall,department, 
Gillian Harvey,department, 
MarilÃ¨ne Oliver,department, 
Selena Couture,department, 
Kenneth T. Williams,department, 
Clara Lwasaki,department, 
Kyungsook Kim,department, 
Hyuk-chan Kwon,department, 
Christopher Lupke,department, 
Martin Alfaro,department, 
Pinar Gunes,department, 
Xingfei Liu,department, 
Andrew McGee,department, 
Malik Shukayev,department, 
Marie CarriÃ¨re,department, 
Jonathan Cohn,department, 
William Connor,department, 
Elena Del Rio,department, 
Marilyn Dumont,department, 
Michael Litwack,department, 
Candace Rice,department, 
Shannon Stunden Bower,department, 
Dennis Sweeney,department, 
Dominik Wujastyk,department, ,interests,['Sanskrit']
Astrid Ensslin,department, 
Nathan Kowalsky,department, 
Stephanie Archer,department, 
Anja Arnhold,department, ,interests,"['prosodic', 'pronoun', 'intonation']"
Melvatha R. Chee,department, ,interests,['morphophonology']
Evangelia Daskalaki,department, 
Jorge Emilio RosÃ©s Labrada,department,Strategic Management and Organization
Elisabeth Le,department, 
Chris Reyns,department, 
Andreas Stuhlmann,department, 
Julia Byl,department, 
Brian Fauteux,department, 
Allison Balcetis,department, 
Kathrin Koslicki,department, 
Fiona Nicoll,department, ,interests,['gambling']
Jared Wesley,department, 
Jeff Bisanz,department, 
Jeremy Caplan,department, ,interests,"['electrophysiology', 'neuroimaging']"
Fred Colbourne,department, ,interests,['stroke']
Michael RW Dawson,department, 
Clayton Dickson,department, 
Roger A. Dixon,department, 
Nancy Galambos,department, 
Lauren Guillette,department, 
Dana Hayward,department, ,interests,['autism']
Pete Hurd,department, ,interests,['neuroscience']
Sheree Kwong See,department, ,interests,['ageism']
Karsten A. Loepelmann,department, 
Kyle Mathewson,department, ,interests,['psychophysiology']
Weimin Mou,department, 
Kyle Nash,department, 
Jennifer Passey,department, 
David Rast,department, 
Anthony Singhal,department, 
Marcia Spetch,department, 
Christopher Sturdy,department, ,interests,['neuroethology']
Sandra Wiebe,department, 
Douglas Wylie,department, ,interests,['motion']
Yao Zheng,department, 
Holly Campeau,department, ,interests,['legitimacy']
Robyn Lee,department, 
Marta-Marika Urbanik,department, 
Tracy Bear,department, 
Michelle Meagher,department, 
Philomina Okeke-Ihejirika,department, 
Hadley Friedland,department, 
Irehobhude O. Iyioha,department, 
Malcolm M Lavoie,department, 
Anna Lund,department, ,interests,['Insolvency']
Sara Carpenter,department, 
Sheila Carr-Stewart,department, 
Alexandre Da Costa,department, ,interests,['decoloniality']
Dia Da Costa,department, 
Darryl Hunter,department, ,interests,['reliability']
Heather Kanuka,department, 
Brooke Madden,department, 
Marlene McKay,department, 
Noella Steinhauer,department, 
Patricia Steinhauer,department, 
Heather Brown,department, 
Okan Bulut,department, 
Ying Cui,department, 
Maria Cutumisu,department, 
George K Georgiou,department, 
Mark J Gierl,department, 
William Hanson,department, 
Jason Harley,department, 
Rebecca Hudson Breen,department, 
Yuanyuan Jiang,department, 
Alison McInnes,department, 
Martin Mrazik,department, 
Rauno K Parrila,department, 
Jacqueline Pei,department, 
Phillip Sevigny,department, ,interests,['fathering']
Kevin Wallace,department, 
Maryanne Doherty,department, 
Lindsay Gibson,department, 
Janice Huber,department, 
Steven Khan,department, ,interests,['ethnomathematics']
Mijung Kim,department, 
Janelle McFeetors,department, 
Lydia Menna,department, 
Sharla Peltier,department, 
Danielle Allard,department, 
Angela Pollak,department, 
Adam Worrall,department, 
Catherine Catherine,department, 
Marc Higgins,department, 
Darren Hoeg,department, 
Sean Lessard,department, 
David Lewkowich,department, 
Lauren Sulz,department, 
Cathryn van Kessel,department, 
James Dempsey,department, ,interests,['blackfoot']
Paul Gareau,department, ,interests,['catholicism']
Adam Gaudry,department, 
Tanya Harnett,department, 
Kim TallBear,department, 
Dorothy Thunder,department, 
Nancy Van Styvendale,department, 
Vera Caine,department, 
Christine Ceci,department, 
Alexander Clark,department, 
Christine Covell,department, 
Greta Cummings,department, 
Sherry Dahlke,department, 
Sandra Davidson,department, 
Wendy Duggleby,department, 
Carole Estabrooks,department, 
Dorothy Forbes,department, ,interests,['dementia']
Kimberly Fraser,department, 
Kathy Hegadoren,department, 
Kathleen Hunter,department, 
Margot Jackson,department, 
Manal Kleib,department, 
Kaysi Eastlick Kushner,department, 
Christina Lamb,department, 
Gail Low,department, 
Shannon MacDonald,department, ,interests,['immunization']
Salima Meherali,department, 
Anita Molzahn,department, ,interests,"['nephrology', 'transplantation']"
Colleen Norris,department, 
Joanne Olson,department, 
Karin Olson,department, 
Simon Palfreyman,department, 
Elizabeth Papathanassoglou,department, 
Tanya Park,department, 
Pauline Paul,department, 
Olga Petrovskaya,department, 
Edith Pituskin,department, 
Joanne Profetto-McGrath,department, 
Lynne Ray,department, 
Christy Raymond,department, 
Solina Richter,department, 
Bukola Oladunni Salami,department, 
Anna Santos Salas,department, 
Kara Schick-Makaroff,department, 
Shannon Scott,department, 
Derek Sellman,department, 
Susan Slaughter,department, 
Susan Sommerfeldt,department, 
Jude Spiers,department, 
Sarah Stahlke,department, 
Donna Wilson,department, ,interests,['gerontology']
Olive Yonge,department, ,interests,['preceptorship']
Morten Asfeldt,department, 
Doris Audet,department, 
Peter Berg,department, 
Ian Blokland,department, 
Megan Caldwell,department, 
Diego Diego,department, 
Geoffrey Dipple,department, 
Dave Drabiuk,department, 
Marina Endicott,department, 
Robyn Fleckenstein,department, 
William M. Foster,department, 
Sheryl Gares,department, 
Neil Haave,department, 
William Hackborn,department, 
Keith Keith,department, 
Rosanna Heise,department, 
Neil Hepburn,department, 
Glynnis Hood,department, ,interests,"['morphometry', 'gis']"
Glen Hvenegaard,department, ,interests,"['ecotourism', 'biogeography']"
James Kariuki,department, ,interests,['electrochemistry']
Mi-Young Kim,department, 
Greg King,department, 
Feisal Kirumira,department, 
Andrea Korda,department, 
Judy Liao,department, 
Betty Lin,department, 
Ling-ju Lin,department, 
Leslie Lindballe,department, 
Gerhard Lotz,department, ,interests,['nuclear']
Victoria Lukasik,department, 
Jean Malcolm-McDonald,department, 
Luis Fernando Marin,department, 
Elizabeth McGinitie,department, ,interests,"['immobilization', 'spectroscopy']"
Anne McIntosh,department, 
MÃ©lanie MÃ©thot,department, 
Karsten Mundel,department, 
Stephanie Oliver,department, 
Eugenio Palomino,department, 
Timothy Parker,department, 
Rebecca Purc-Stephenson,department, 
Brian Rempel,department, 
Jody Rintoul,department, 
Sabrina Ryans,department, 
Daniel Sims,department, 
Gary Snydmiller,department, 
Magrieta Snyman,department, 
Erin Sutherland,department, 
Jeremy Sylvestre,department, ,interests,['geometry']
Jason Taylor,department, 
Tomislav Terzin,department, 
Silogini Thanarajah,department, 
John Wiebe,department, 
Ian D. Wilson,department, 
Jane Yardley,department, 
Mary Beckie,department, 
Katy Campbell,department, 
Fay Fletcher,department, 
Jennifer Foote,department, ,interests,"['Intelligibility', 'pronunciation']"
Lois Gander,department, 
Rebecca Gokiert,department, 
Gordon Gow,department, 
Martin Guardado,department, 
Yoshitaka Iwasaki,department, 
Maria Mayan,department, 
Rob McMahon,department, 
Kent Rondeau,department, 
Kristof Van Assche,department, 
Stanley Varnhagen,department, 
Kyle Whitfield,department, 
Loretta Amerongen,department, 
Yamin Hao,department, 
Jocelyn King,department, 
Erin Marshall,department, 
Jim Meadow,department, 
Stephanie Porter,department, 
David Rusnacik,department, 
Andrew Ross,department, 
Ken Singh,department, 
Jack Stecher,department, 
Trish Stringer,department, 
Ke Wang,department, 
Li Xiao,department, 
Vince Davis,department, 
Jim Kiddoo,department, 
Robb Sombach,department, 
Maciej Bukczynski,department, 
Dan Haight,department, 
ILBIN LEE,department, 
Christopher Neuman,department, 
Ann Pierzchalski,department, 
Saied Samiedaluie,department, 
Finbarr Timbers,department, 
Xiaojia Wang,department, 
Sahil Raina,department, 
Keith Walton,department, 
Sheng-Jun Xu,department, 
Jennifer Argo,department, 
Guozhong Zhu,department, 
Branko Boskovic,department, 
Emily Block,department, 
Vern Glaser,department, 
Timothy Hannigan,department, 
Jennifer Jennings,department, 
Angelique Slade Shantz,department, 
Christopher Steele,department, 
Madeline Toubiana,department, 
Vlada Blinova,department, 
Patricia Dolez,department, 
Adam Galovan,department, 
Rachel McQueen,department, 
Xiaoli Fan,department, 
Maik Kecinski,department, 
Pearce Shewchuk,department, 
Mohammad Torshizi,department, 
Mamta Vardhan,department, 
Bruno Wichmann,department, 
